trial,score,vs_left,action,win_probability,round,win_low,win_high,conv_low,conv_high
1,13,0,small,0.01873916406139425,1,70.0,100.0,,
1,13,0,large,0.01817783698138086,1,70.0,100.0,,
1,13,1,small,0.03412834557812628,1,70.0,100.0,,
1,13,1,large,0.033146023758744175,1,70.0,100.0,,
1,13,1,very_small,0.01859344849864878,1,70.0,100.0,,
1,13,2,small,0.060658499652690684,1,70.0,100.0,,
1,13,2,large,0.05894786539441386,1,70.0,100.0,,
1,13,2,very_small,0.0338734952345988,1,70.0,100.0,,
1,13,3,small,0.10801541171957191,1,70.0,100.0,,
1,13,3,large,0.1050125031552969,1,70.0,100.0,,
1,13,3,very_small,0.060212654197111234,1,70.0,100.0,,
1,14,0,small,0.01870485191369296,1,70.0,100.0,,
1,14,0,large,0.01814816901283346,1,70.0,100.0,,
1,14,1,small,0.034068528609419925,1,70.0,100.0,,
1,14,1,large,0.03309267107016671,1,70.0,100.0,,
1,14,1,very_small,0.018568076041131414,1,70.0,100.0,,
1,14,2,small,0.060553310370451016,1,70.0,100.0,,
1,14,2,large,0.05885484274254129,1,70.0,100.0,,
1,14,2,very_small,0.03382864987100678,1,70.0,100.0,,
1,14,3,small,0.10783316166244687,1,70.0,100.0,,
1,14,3,large,0.10485021116294589,1,70.0,100.0,,
1,14,3,very_small,0.06013463579226347,1,70.0,100.0,,
1,15,0,small,0.018675513350064666,1,70.0,100.0,,
1,15,0,large,0.018112818003278724,1,70.0,100.0,,
1,15,1,small,0.03401739794283505,1,70.0,100.0,,
1,15,1,large,0.033026449388599714,1,70.0,100.0,,
1,15,1,very_small,0.01854087224310249,1,70.0,100.0,,
1,15,2,small,0.060463462528486556,1,70.0,100.0,,
1,15,2,large,0.058742702564618,1,70.0,100.0,,
1,15,2,very_small,0.033780322191048796,1,70.0,100.0,,
1,15,3,small,0.10767256419931544,1,70.0,100.0,,
1,15,3,large,0.10466157074746629,1,70.0,100.0,,
1,15,3,very_small,0.0600505818789686,1,70.0,100.0,,
1,16,0,small,0.018650082065522357,1,70.0,100.0,,
1,16,0,large,0.01805010705199192,1,70.0,100.0,,
1,16,1,small,0.03397307166316205,1,70.0,100.0,,
1,16,1,large,0.03291074867148822,1,70.0,100.0,,
1,16,1,very_small,0.01851066829063228,1,70.0,100.0,,
1,16,2,small,0.06038574236204669,1,70.0,100.0,,
1,16,2,large,0.05854259046758484,1,70.0,100.0,,
1,16,2,very_small,0.03372640278176715,1,70.0,100.0,,
1,16,3,small,0.10753407254449941,1,70.0,100.0,,
1,16,3,large,0.10431982855892075,1,70.0,100.0,,
1,16,3,very_small,0.05995672640606272,1,70.0,100.0,,
1,17,0,small,0.018627315155397423,1,70.0,100.0,,
1,17,0,large,0.017960129145421666,1,70.0,100.0,,
1,17,1,small,0.033933344338968115,1,70.0,100.0,,
